"","treenode_id","connector_id","prepost","x","y","z","skid"
"905",7571257,7571262,0,32604.13,50093.164,25500,2436531
"906",7525693,7566317,1,40102.066,48237.7,20850,2436531
"907",7551760,7566317,1,40102.066,48237.7,20850,2436531
"908",7571303,7571304,0,33272.39,49822.73,15150,2436531
"909",7571310,7571317,0,35772.48,51804.51,17400,2436531
"910",7571323,7571330,0,36126.215,52315.043,17550,2436531
"911",7571332,7571336,0,36792.613,53502.242,17750,2436531
"912",7571402,7571408,0,38118.26,55113.645,18700,2436531
"913",7571413,7571416,0,36424.26,52691.645,17950,2436531
"914",7571435,7571436,0,36763.895,53494.004,22550,2436531
"915",7536816,7571438,0,30054.08,51350.04,25150,2436531
"916",7570965,7576537,0,39088.31,55426.78,21750,2436531
"917",7546750,7546751,0,33531.25,57155.547,17950,2436531
"918",7546883,7546886,0,32005.25,58489.28,22300,2436531
"919",7547111,7547112,0,32397.248,58885.01,18150,2436531
"920",7595538,7595537,0,39506.13,59588.203,19850,2436531
"921",7525360,7525381,0,36773.95,52199.62,22250,2436531
"922",7573526,7546891,0,30523.12,56363.145,22450,2436531
"923",7567701,7567718,0,32784.266,56464.8,25400,2436531
"924",7546992,7574816,0,36517.91,61585.14,21700,2436531
"925",7525417,7525418,0,37908.26,55844.91,18200,2436531
"926",7525425,7525426,0,37347.95,54281.266,17950,2436531
"927",7574821,7574827,0,35313.91,61965.94,21600,2436531
"928",7533242,7533243,0,33509.81,59927.97,19900,2436531
"929",7533241,7533245,0,33935.41,59639.57,19900,2436531
"930",7525473,7525474,0,33465.6,49170.33,13800,2436531
"931",7574922,7574926,0,35145.6,57136.34,17100,2436531
"932",7547210,7547212,0,37425.58,58575.613,22300,2436531
"933",7522338,7522339,0,34769,61543.543,20700,2436531
"934",7570990,7576630,0,37622.66,52823.863,20900,2436531
"935",7525536,7525537,0,39994.27,48871.434,20400,2436531
"936",7525561,7525562,0,40369.47,49740.836,21600,2436531
"937",7546905,7573515,0,31013.117,57295.547,23050,2436531
"938",7525822,7525823,0,36806.934,50374.098,18700,2436531
"939",7525921,7525922,0,34065.734,50445.965,24400,2436531
"940",7573578,7547208,0,36064.78,56859.21,22400,2436531
"941",7525938,7525941,0,32576.133,49218.164,25350,2436531
"942",7526034,7526039,0,29400.469,54278.23,23500,2436531
"943",7573586,7574813,0,35722.71,61887.54,21950,2436531
"944",7570932,7600065,1,40057.73,54873.004,21050,2436531
"945",7570907,7600172,1,39980.26,54720.87,20350,2436531
"946",7600288,7600287,1,38253.6,55097.94,19200,2436531
"947",7574842,7546994,0,36747.51,61937.94,21450,2436531
"948",7574861,7574862,0,35547.4,61389.543,20800,2436531
"949",7548012,7548013,0,37558.266,62467.53,19350,2436531
"950",7574929,7574936,0,35655.2,58273.14,17300,2436531
"951",7568849,7568848,1,35499.332,62588.867,21400,2436531
"952",7574939,7522310,0,35341.6,57309.94,17200,2436531
"953",7574957,7574958,0,35008.4,60032.473,19400,2436531
"954",7333743,7333742,1,39734.8,54130.535,20300,2436531
"955",7333778,7333777,1,40225.73,54493.605,20850,2436531
"956",7569733,7569732,1,20103.07,31777.2,22900,2497202
"957",7637687,7637686,1,9780.65,46778.574,7850,2524131
"958",7541829,7541827,1,15601.29,40123.39,24750,2437047
"959",7572384,7541825,1,15861.69,40361.387,25150,2437047
"960",7337238,7541860,1,15675.647,39261.61,22850,2437047
"961",7572432,7572431,1,16626.4,41278.535,24100,2437047
"962",7571579,7571578,1,16212.932,44919.457,22300,2437047
"963",7571589,7571588,1,16641.33,45319.86,22450,2437047
"964",7571579,7571599,1,16812.13,46017.06,22300,2437047
"965",7571641,7571640,1,15190.93,44451.86,22800,2437047
"966",7571656,7571655,1,14479.73,44429.46,23000,2437047
"967",7571668,7571667,1,14882.93,43807.86,23550,2437047
"968",7555734,7555733,1,16739.332,45510.258,21850,2437047
"969",7600626,7600641,0,15896.533,39454.797,24800,2437047
"970",7601301,7601307,0,14260.131,42215.395,23950,2437047
"971",7601312,7601317,0,14324.531,42542.992,24150,2437047
"972",7601323,7601329,0,14624.131,42986.797,23900,2437047
"973",7337243,7572092,1,16418.893,42597.652,23850,2437047
"974",7572095,7572094,1,15895.292,43275.254,23800,2437047
"975",7337248,7572104,1,14556.892,41651.254,24250,2437047
"976",7643681,7643680,1,16831.611,40534.49,23750,2437047
"977",7337248,7572114,1,14876.092,42676.055,24300,2437047
"978",7605435,7605433,1,33662,62929,5100,2511570
"979",7572253,7572256,0,25102.6,44087.4,22200,2436172
"980",7537011,7572258,0,23769.197,45322.67,23600,2436172
"981",7572285,7572295,0,21671.996,42699.07,25250,2436172
"982",7572306,7572313,0,20504.395,42298.67,25400,2436172
"983",7572321,7572329,0,21744.795,42323.87,25900,2436172
"984",7572338,7562857,0,21470.396,41927.668,26400,2436172
"985",7572343,7541765,0,20630.395,41349.47,26200,2436172
"986",7330965,7572355,0,20589.96,45570.316,28600,2436172
"987",7331183,7572361,0,15776.761,45675.785,25700,2436172
"988",7541754,7541753,0,21544.133,41904.8,26800,2436172
"989",7332877,7572362,0,20317.426,40736.586,26950,2436172
"990",7541771,7541773,0,19863.195,42911.87,24900,2436172
"991",7332806,7572365,0,18075.559,41733.387,26500,2436172
"992",7572367,7541817,0,16923.668,40012.004,25950,2436172
"993",7634853,7634855,0,18396,50905.402,24950,2436172
"994",7572375,7541825,0,15861.69,40361.387,25150,2436172
"995",7572392,7541827,0,15601.29,40123.39,24750,2436172
"996",7541841,7541842,1,14695.8,39927.07,24150,2436172
"997",7332936,7541860,0,15675.647,39261.61,22850,2436172
"998",7332777,7572405,0,16973.6,40841.734,24700,2436172
"999",7572410,7541833,0,16452.8,40623.336,24600,2436172
"1000",7572419,7541835,0,17270.4,40746.535,24500,2436172
"1001",7572424,7572431,0,16626.4,41278.535,24100,2436172
"1002",7332979,7572464,0,16978.58,36553.074,23700,2436172
"1003",7555775,7570541,1,13753.04,37703.355,21100,2436172
"1004",7542506,7570576,0,15690.735,40088.066,19100,2436172
"1005",7542011,7542013,0,26635.936,44661.4,19350,2436172
"1006",7562858,7541762,0,21044.797,41885.668,26200,2436172
"1007",7332956,7572669,0,16045.247,38231.207,23000,2436172
"1008",7570642,7570643,0,21550.668,45213.934,13950,2436172
"1009",7572672,7572675,0,18195.646,36968.406,22600,2436172
"1010",7332532,7572786,0,20832.627,53902.188,20200,2436172
"1011",7570678,7570685,0,14960.4,42414.867,20700,2436172
"1012",7572790,7572791,0,23486.396,45935.87,26750,2436172
"1013",7542429,7542435,0,21431.201,41926.27,15700,2436172
"1014",7536933,7572794,0,24309.596,45835.07,26050,2436172
"1015",7569256,7569257,0,13232.24,36275.355,19350,2436172
"1016",7572849,7572864,0,11580.801,38926.535,16250,2436172
"1017",7542624,7542632,0,16937.2,44083.664,17300,2436172
"1018",7542649,7542648,0,15865.111,42875,18350,2436172
"1019",7572873,7572886,0,12845.001,38939.137,15400,2436172
"1020",7542553,7542586,0,15987.535,42346.734,16300,2436172
"1021",7542683,7542687,0,15363.6,43134.47,20300,2436172
"1022",7542737,7542761,0,15072.867,41272.465,21900,2436172
"1023",7564681,7564689,0,18078.668,41278.535,23750,2436172
"1024",7542770,7542769,0,14942.563,41251.777,21300,2436172
"1025",7542730,7542772,0,13464.733,41734.47,21050,2436172
"1026",7564704,7564708,0,19405.867,42437.734,23100,2436172
"1027",7542811,7542812,0,14325.266,40645.266,19600,2436172
"1028",7564730,7564740,0,21472.268,43204.934,22050,2436172
"1029",7573009,7573037,0,12789.934,39621.4,19250,2436172
"1030",7564760,7564761,0,21895.068,43566.137,20500,2436172
"1031",7564776,7564777,0,22113.469,43913.336,19500,2436172
"1032",7564785,7564801,0,22119.068,44142.938,19000,2436172
"1033",7634916,7634922,0,20333.6,34855.8,24900,2436172
"1034",7571927,7625740,1,15817.614,39346.73,18900,2436172
"1035",7525251,7573105,0,23391.922,51996.01,16400,2436172
"1036",7336425,7573110,0,23406.805,53367.895,17600,2436172
"1037",7547302,7547306,0,20378.094,49926.184,25250,2436172
"1038",7547310,7547309,0,22208.979,51966.21,25000,2436172
"1039",7547319,7547322,0,23505.379,51089.812,25300,2436172
"1040",7547326,7547325,0,23947.78,51095.414,25000,2436172
"1041",7547387,7547388,0,24582.602,55013,23550,2436172
"1042",7331622,7573114,0,16928.492,50840.855,23000,2436172
"1043",7555758,7573118,0,16498.531,38231.2,22200,2436172
"1044",7332754,7576481,1,14267.865,40810.93,24000,2436172
"1045",7573137,7573138,1,14794.538,37819.797,21400,2436172
"1046",7573121,7573118,1,16498.531,38231.2,22200,2436172
"1047",7571568,7555735,0,16806.531,46375.457,22150,2436172
"1048",7571573,7571578,0,16212.932,44919.457,22300,2436172
"1049",7571582,7571588,0,16641.33,45319.86,22450,2436172
"1050",7571592,7571599,0,16812.13,46017.06,22300,2436172
"1051",7571604,7571609,0,15762.13,44451.86,22450,2436172
"1052",7643598,7643597,1,17420.232,39199.824,25850,2436172
"1053",7571614,7571620,0,14745.73,44208.26,22550,2436172
"1054",7573352,7573353,0,18131.092,40143.453,25550,2436172
"1055",7571630,7571640,0,15190.93,44451.86,22800,2436172
"1056",7573360,7547384,0,25156.602,55430.2,23800,2436172
"1057",7571648,7571655,0,14479.73,44429.46,23000,2436172
"1058",7627286,7627283,1,15117.205,40483.56,17500,2436172
"1059",7571661,7571667,0,14882.93,43807.86,23550,2436172
"1060",7571672,7571681,0,14955.73,46453.86,23250,2436172
"1061",7571686,7571693,0,17576.225,47725.39,21900,2436172
"1062",7331712,7571704,0,16809.025,47887.79,21450,2436172
"1063",7542844,7627330,1,13104.939,39892.53,19800,2436172
"1064",7332994,7567534,0,18085.2,35599.434,24600,2436172
"1065",7332359,7571752,0,22998.895,49813.72,17900,2436172
"1066",7571756,7571762,0,22950.36,50689.188,19650,2436172
"1067",7542719,7555733,0,16739.332,45510.258,21850,2436172
"1068",7573031,7627330,1,13104.939,39892.53,19800,2436172
"1069",7643609,7643608,1,18026.432,39170.426,25950,2436172
"1070",7542718,7555737,0,14728.932,43889.06,21850,2436172
"1071",7571776,7332523,0,24045.16,51739.188,20150,2436172
"1072",7571784,7571790,0,23742.758,50921.12,20150,2436172
"1073",7541198,7571871,0,22274.627,52882.516,20550,2436172
"1074",7332261,7571876,0,20285.693,50012.984,22400,2436172
"1075",7571895,7571896,0,19987.025,49866.145,24650,2436172
"1076",7571907,7571908,0,17743.293,48514.516,24850,2436172
"1077",7572700,7627892,1,17904.13,40873.46,22100,2436172
"1078",7571912,7571913,0,18048.492,48225.656,24300,2436172
"1079",7332781,7643642,1,16599.21,39621.695,25150,2436172
"1080",7537048,7577183,0,27375.596,43385.07,22850,2436172
"1081",7571966,7571971,0,15066.8,38752.31,18600,2436172
"1082",7572391,7600641,1,15896.533,39454.797,24800,2436172
"1083",7537025,7577188,0,25295.195,43740.67,23150,2436172
"1084",7571976,7571987,0,15769.6,38536.71,18550,2436172
"1085",7571992,7542870,0,13344.335,38286.734,18050,2436172
"1086",7571926,7571933,0,14977.2,38158.71,18950,2436172
"1087",7571941,7571952,0,14658,38192.31,18850,2436172
"1088",7572004,7572005,0,14125.535,38922.332,17700,2436172
"1089",7332753,7601307,1,14260.131,42215.395,23950,2436172
"1090",7572108,7601317,1,14324.531,42542.992,24150,2436172
"1091",7572087,7572092,0,16418.893,42597.652,23850,2436172
"1092",7572073,7601329,1,14624.131,42986.797,23900,2436172
"1093",7536965,7536966,0,23024.396,43513.87,25100,2436172
"1094",7572066,7572094,0,15895.292,43275.254,23800,2436172
"1095",7536974,7536977,0,23416.396,43222.67,24850,2436172
"1096",7572421,7643668,1,17048.611,39874.156,24450,2436172
"1097",7617581,7617587,0,25268.6,50733.664,20800,2436172
"1098",7572099,7572104,0,14556.892,41651.254,24250,2436172
"1099",7536986,7536990,0,23841.996,43805.07,24000,2436172
"1100",7572113,7572114,0,14876.092,42676.055,24300,2436172
"1101",7536996,7536997,0,24099.598,43771.47,23400,2436172
"1102",7542045,7572128,0,26335.715,45498.598,16300,2436172
"1103",7541906,7643699,1,18094.412,40313.29,23550,2436172
"1104",7572152,7572154,0,26801.135,45243.8,17400,2436172
"1105",7541996,7572167,0,25907.934,44502.734,20550,2436172
"1106",7572169,7541980,0,24243.8,43762.6,21600,2436172
"1107",7572231,7572234,0,24811.4,44261,22200,2436172
"1108",7331546,7331549,0,17749.824,47775.79,21400,2436172
"1109",7332250,7332251,0,19745.293,49847.785,23100,2436172
"1110",7332255,7332256,0,19171.293,49206.586,22600,2436172
"1111",7332306,7332307,0,23753.957,51391.52,20700,2436172
"1112",7332397,7332398,0,24074.094,49649.453,15950,2436172
"1113",7332527,7332528,0,22207.428,53520.918,19900,2436172
"1114",7332763,7332764,0,18572.092,41714.72,23900,2436172
"1115",7332841,7332842,0,18615.025,42437.117,27000,2436172
"1116",7336433,7336434,0,23526.271,53614.293,18650,2436172
"1117",7671447,7671448,0,11453.121,41518.863,17600,2436172
"1118",7572241,7572251,0,25371.4,44938.6,22000,2436172
