"","celltype","skid","cil_length","pocket_length","axoneme"
"896","NA","3938808",2159,0,"9+0"
"897","NA","3938808",1689,0,"NA"
"898","NA","3938808",1640,0,"9+0"
"899","NA","3938808",1132,0,"NA"
"900","multiciliated","3939111",1509,0,"NA"
"901","multiciliated","3939111",1258,0,"NA"
"902","multiciliated","3939111",1282,0,"NA"
"903","multiciliated","3938927",3126,0,"NA"
"904","multiciliated","3938927",1441,0,"NA"
"905","multiciliated","3939106",2391,0,"NA"
"906","multiciliated","3939106",1931,0,"NA"
"907","multiciliated","3939106",2072,0,"NA"
"908","multiciliated","3939152",1110,0,"NA"
"909","multiciliated","3939152",945,0,"NA"
"910","multiciliated","3939152",991,0,"NA"
"911","multiciliated","3939140",1125,0,"NA"
"912","multiciliated","3939140",1327,0,"NA"
"913","multiciliated","3939140",1493,0,"NA"
"914","multiciliated","3938489",961,0,"NA"
"915","multiciliated","3938489",1057,0,"NA"
"916","multiciliated","3938489",924,0,"NA"
"917","multiciliated","3939156",1895,0,"NA"
"918","multiciliated","3939156",2504,0,"NA"
"919","multiciliated","3939156",2065,0,"NA"
"920","multiciliated","3939101",1160,0,"NA"
"921","multiciliated","3939101",2274,0,"NA"
"922","multiciliated","3939101",1016,0,"NA"
"923","multiciliated","3939101",1391,0,"NA"
"924","multiciliated","3938382",1909,0,"9+2"
"925","multiciliated","3938382",1101,0,"NA"
"926","multiciliated","3938382",1369,0,"NA"
"927","multiciliated","3938382",755,0,"NA"
"928","NA","3938402",1962,0,"NA"
"929","NA","3938402",2710,0,"NA"
"930","NA","3938402",2373,0,"NA"
"931","NA","3938402",2800,0,"NA"
"932","NA","3938402",1961,0,"NA"
"933","NA","3938402",2432,0,"NA"
"934","multiciliated","3938451",2454,0,"NA"
"935","multiciliated","3938451",1235,0,"NA"
"936","multiciliated","3938451",1158,0,"NA"
"937","multiciliated","3938664",3356,0,"NA"
"938","multiciliated","3938664",3493,0,"NA"
"939","multiciliated","3938664",1598,0,"NA"
"940","multiciliated","3938912",3373,0,"NA"
"941","multiciliated","3938912",2398,0,"NA"
"942","multiciliated","3938912",5316,0,"NA"
"943","multiciliated","3938912",3330,0,"NA"
"944","multiciliated","3938914",1551,0,"NA"
"945","multiciliated","3938914",1208,0,"NA"
"946","multiciliated","3938914",1607,0,"NA"
"947","multiciliated","3938925",2492,0,"NA"
"948","multiciliated","3938925",810,0,"NA"
"949","multiciliated","3938925",1743,0,"NA"
"950","multiciliated","3938940",1165,0,"NA"
"951","multiciliated","3938940",1728,0,"NA"
"952","multiciliated","3938940",1288,0,"NA"
"953","multiciliated","3939032",1296,0,"NA"
"954","multiciliated","3939032",1330,0,"NA"
"955","multiciliated","3939032",1317,0,"NA"
"956","multiciliated","3939034",1794,0,"NA"
"957","multiciliated","3939034",1865,0,"NA"
"958","multiciliated","3939034",1638,0,"NA"
"959","multiciliated","3939227",1230,0,"NA"
"960","multiciliated","3939227",1223,0,"NA"
"961","multiciliated","3939227",999,0,"NA"
"962","plumose","3938380",3274,0,"NA"
"963","NA","3938814",9373,0,"NA"
"964","plumose","3938335",2090,0,"NA"
"965","plumose","3938335",2995,0,"NA"
"966","nonciliated","3938798",4428,0,"NA"
"967","plumose","3938769",2502,0,"NA"
"968","plumose","3938788",3649,0,"NA"
"969","plumose","3938805",3687,0,"NA"
"970","plumose","3938823",3627,0,"NA"
"971","plumose","3938856",2699,0,"NA"
"972","plumose","3938873",3691,0,"NA"
"973","plumose","3938895",3019,0,"NA"
"974","plumose","3938328",2847,0,"NA"
"975","plumose","3938328",3388,0,"NA"
"976","plumose","3938331",5452,0,"NA"
"977","plumose","3938334",5235,0,"NA"
"978","plumose","3938334",5206,0,"NA"
"979","plumose","3938341",5366,0,"NA"
"980","plumose","3938342",4711,0,"NA"
"981","plumose","3938346",5359,0,"NA"
"982","plumose","3938377",4726,0,"NA"
"983","plumose","3938874",3985,0,"NA"
"984","monociliated","3938917",1836,0,"NA"
"985","NA","3938571",1145,0,"NA"
"986","monociliated","3939209",1395,0,"NA"
"987","balancer","3938568",9274,0,"NA"
"988","balancer","3938568",9522,0,"NA"
"989","balancer","3938390",10005,0,"NA"
"990","balancer","3938760",9755,0,"NA"
"991","balancer","3938618",9441,0,"NA"
"992","balancer","3938621",9660,0,"NA"
"993","balancer","3938550",11418,0,"NA"
"994","NA","3939378",6711,488,"9+2"
"995","NA","3938471",402,0,"NA"
"996","NA","3938471",382,0,"NA"
"997","SNN","3939115",11567,0,"NA"
