"","celltype","skid","mito_type","treenodeid","x","y","z"
"1020","lamellate","3938589","vesicles_none","25178831",26798.49,36192,20200
"1021","lamellate","3938589","vesicles_none","25178906",26370.09,34554,19950
"1022","lamellate","3938589","vesicles_none","25179002",26910.49,35066.4,22150
"1023","lamellate","3938589","vesicles_none","25179066",25485.29,35343.6,22300
"1024","lamellate","3938589","vesicles_none","25179125",26039.69,33518,23000
"1025","lamellate","3938589","vesicles_none","25179209",27739.29,34808.8,25000
"1026","lamellate","3938589","vesicles_none","25179275",27408.8,35878.2,25050
"1027","lamellate","3938588","vesicles_none","25179308",23007.605,51721.6,8850
"1028","lamellate","3938588","vesicles_none","25179318",22649.205,51626.4,9900
"1029","lamellate","3938588","vesicles_none","25179324",21781.205,51570.4,10100
"1030","lamellate","3938588","vesicles_none","25179335",22139.605,52063.2,10750
"1031","lamellate","3938588","vesicles_none","25179346",22190.006,52903.2,11400
"1032","lamellate","3938588","vesicles_none","25179352",21999.605,53323.2,12450
"1033","lamellate","3938588","vesicles_none","25179364",21658.006,53687.2,13200
"1034","lamellate","3938588","vesicles_none","25179369",20538.006,55916,16100
"1035","lamellate","3938588","vesicles_none","25179386",20017.205,56604.8,17100
"1036","lamellate","3938588","vesicles_none","25179397",19367.605,58945.6,18400
"1037","lamellate","3938588","vesicles_none","25179403",17934.006,58324,22400
"1038","intra-multi-ciliated","3938624","vesicles_none","25057567",30088.8,57968.402,9100
"1039","intra-multi-ciliated","3938624","vesicles_none","25057864",29372,55577.203,9500
"1040","intra-multi-ciliated","3938624","vesicles_none","25058121",29612.8,56098.004,9650
"1041","intra-multi-ciliated","3938624","vesicles_none","25058408",29260,58965.203,10350
"1042","intra-multi-ciliated","3938624","vesicles_none","25059066",30408,58310.004,11300
"1043","intra-multi-ciliated","3938624","vesicles_none","25059356",29904,60152.402,11950
"1044","intra-multi-ciliated","3938624","vesicles_none","25059862",31729.6,65371.6,14650
"1045","intra-multi-ciliated","3938624","vesicles_none","25060311",31315.2,66474.805,15100
"1046","intra-multi-ciliated","3938624","vesicles_none","25060694",32088,67202.805,15350
"1047","intra-multi-ciliated","3938624","vesicles_none","25061059",33219.2,67494,15550
"1048","intra-multi-ciliated","3938624","vesicles_none","25061504",30150.4,67930.805,15800
"1049","intra-multi-ciliated","3938624","vesicles_none","25061971",31752,68490.805,16350
"1050","intra-multi-ciliated","3938624","vesicles_none","25062340",30811.2,68434.805,17450
"1051","intra-multi-ciliated","3938624","vesicles_none","25063160",32172,68177.2,17850
"1052","dome","3938611","vesicles_none","25143865",14640.264,52598.008,3450
"1053","dome","3938611","vesicles_none","25144244",13363.464,54737.207,4400
"1054","dome","3938611","vesicles_none","25144736",13710.664,52945.207,4650
"1055","dome","3938611","vesicles_none","25145302",12669.064,52396.406,5500
"1056","dome","3938611","vesicles_none","25145603",12646.664,55174.008,7050
"1057","NA","3938490","vesicles_none","25123581",25892.54,37013.664,22350
"1058","NA","3938490","vesicles_none","25123883",25965.34,37293.664,23000
"1059","NA","3938490","vesicles_none","25124305",25450.14,37276.867,23150
"1060","NA","3938490","vesicles_none","25124627",25198.14,36240.867,23400
"1061","NA","3938490","vesicles_none","25124948",25797.34,36694.465,23200
"1062","NA","3938490","vesicles_none","25127242",26446.94,37164.867,25950
"1063","dome","3938714","vesicles_none","25113330",18571.096,60529.28,2500
"1064","dome","3938714","vesicles_none","25113411",18123.096,58502.08,2500
"1065","dome","3938714","vesicles_none","25135471",16940.943,60734.1,2850
"1066","dome","3938714","vesicles_none","25174848",18458.543,61664.664,2150
"1067","dome","3938714","vesicles_none","25174853",17814.543,58836.664,2050
"1068","lithocyte","3938487","vesicles_none","25181590",38167.73,59135.08,6350
"1069","lithocyte","3938487","vesicles_none","25181618",38254.53,58437.88,6350
"1070","lithocyte","3938487","vesicles_none","25181682",37652.53,58827.08,6400
"1071","lithocyte","3938487","vesicles_none","25181752",37985.73,58258.68,6650
"1072","lithocyte","3938487","vesicles_none","25181813",38682.93,58636.68,6600
"1073","lithocyte","3938487","vesicles_none","25181866",39268.13,57077.08,6000
"1074","lithocyte","3938487","vesicles_none","25181925",37854.13,58563.88,5950
"1075","lithocyte","3938487","vesicles_none","25182017",39301.73,56573.08,5250
"1076","lithocyte","3938487","vesicles_none","25182065",38918.13,57544.68,5100
"1077","lithocyte","3938487","vesicles_none","25182121",37170.93,59347.88,5350
"1078","lithocyte","3938487","vesicles_none","25182161",37490.13,59112.68,5400
"1079","lithocyte","3938487","vesicles_none","25182218",37064.53,59034.28,5400
"1080","lithocyte","3938487","vesicles_none","25182306",36666.93,59319.88,5400
"1081","lithocyte","3938487","vesicles_none","25182386",38427.6,53715.6,5100
"1082","lithocyte","3938487","vesicles_none","25182469",38657.2,53648.4,4950
"1083","lithocyte","3938487","vesicles_none","25182557",38164.4,53486,4700
"1084","lithocyte","3938487","vesicles_none","25182628",39066,53732.4,4600
"1085","lithocyte","3938487","vesicles_none","25182726",38881.2,55406.8,4350
"1086","lithocyte","3938487","vesicles_none","25182797",36523.6,55681.2,4300
"1087","lithocyte","3938487","vesicles_none","25182913",36490,55955.6,4150
"1088","lithocyte","3938487","vesicles_none","25182974",38850.4,54379.2,4050
"1089","lithocyte","3938487","vesicles_none","25183021",38399.6,53374,4100
"1090","lithocyte","3938487","vesicles_none","25183086",37002.4,54412.8,5300
"1091","lithocyte","3938487","vesicles_none","25183147",36848.4,54712.4,5700
"1092","lithocyte","3938487","vesicles_none","25185131",41840.8,54676,7100
"1093","lithocyte","3938487","vesicles_none","25185288",41712,56988.8,7200
"1094","lithocyte","3938487","vesicles_none","25185334",40891.6,58346.8,7050
"1095","lithocyte","3938487","vesicles_none","25185393",40645.2,58324.4,7400
"1096","lithocyte","3938487","vesicles_none","25185771",41286.4,58848,7900
"1097","bridge","3939195","vesicles_none","25056566",21088.207,44428.523,13300
"1098","bridge","3939195","vesicles_none","25057568",15426.139,41390.996,17000
"1099","bridge","3939195","vesicles_none","25058031",15232.628,41842.26,17200
"1100","bridge","3939195","vesicles_none","25058235",15529.428,42161.46,17450
"1101","bridge","3939195","vesicles_none","25058745",15033.205,40419.16,17500
"1102","bridge","3939195","vesicles_none","25059260",13285.072,38521.74,18800
"1103","bridge","3939195","vesicles_syn","25059972",13158.139,39919.13,19800
"1104","biciliated","3938841","vesicles_none","25078045",25952.89,54614.31,9700
"1105","biciliated","3938841","vesicles_none","25079063",25728.89,57907.11,12400
"1106","biciliated","3938841","vesicles_none","25079687",26154.49,62039.91,14450
"1107","biciliated","3938841","vesicles_none","25080001",23976.09,64044.71,17000
"1108","biciliated","3938841","vesicles_none","25080414",24362.49,64548.71,17750
"1109","biciliated","3938841","vesicles_none","25080607",24496.89,64907.11,18200
"1110","biciliated","3938841","vesicles_none","25081228",24695.69,65607.11,20300
"1111","biciliated","3938407","vesicles_none","25098061",29297.8,49744.8,15700
"1112","biciliated","3938407","vesicles_none","25098964",29913.8,51055.2,17900
"1113","biciliated","3938407","vesicles_none","25099468",30574.6,52276,20200
"1114","biciliated","3938407","vesicles_none","25100052",31039.4,52931.2,21500
"1115","biciliated","3938407","vesicles_none","25102120",28928.2,51660,22650
"1116","biciliated","3938407","vesicles_none","25102591",27326.6,50271.2,26450
"1117","biciliated","3938407","vesicles_none","25103006",27645.8,51665.6,27100
"1118","biciliated","3938785","vesicles_none","25075038",30525.6,43884.4,11800
"1119","biciliated","3938785","vesicles_none","25075560",33163.2,42702.8,15550
"1120","biciliated","3938785","vesicles_none","25075988",32804.8,42915.6,16600
"1121","biciliated","3938785","vesicles_none","25076471",34188,40311.6,20450
"1122","biciliated","3938785","vesicles_none","25076996",34697.6,41258,20800
"1123","biciliated","3938785","vesicles_none","25077592",32748.8,39964.4,24300
"1124","biciliated","3939066","vesicles_none","25074371",24228.355,34614.113,17400
"1125","biciliated","3939066","vesicles_none","25074749",24543.23,36064.625,14200
"1126","biciliated","3939066","vesicles_syn","25073059",23477.975,31151.01,22300
"1127","biciliated","3939003","vesicles_none","25083019",35199.586,39750.516,6000
"1128","biciliated","3939003","vesicles_none","25083339",33799.586,40758.516,6250
"1129","biciliated","3939003","vesicles_none","25083666",38884.383,38753.715,7550
"1130","biciliated","3939003","vesicles_none","25083897",38559.586,38272.113,7650
"1131","biciliated","3939003","vesicles_none","25084061",41202.785,37353.715,9500
"1132","biciliated","3938939","vesicles_none","25103470",25389.104,60377.984,9000
"1133","biciliated","3938939","vesicles_none","25104918",25293.904,63502.785,10700
"1134","biciliated","3938939","vesicles_none","25105498",25103.504,63793.984,11100
"1135","biciliated","3938939","vesicles_none","25105852",24437.104,68178.79,13250
"1136","monociliated","3938544","vesicles_none","25114512",23625.932,44895.67,10900
"1137","monociliated","3938544","vesicles_none","25114541",22959.82,44224.85,13600
"1138","monociliated","3938544","vesicles_none","25114713",22555.9,43998.63,13950
"1139","monociliated","3938544","vesicles_none","25115341",17957.955,39942.625,18750
"1140","monociliated","3938544","vesicles_none","25115368",14828.798,38973.67,21950
"1141","dome","3938638","vesicles_none","25066007",10098.29,42777.848,9550
"1142","dome","3938638","vesicles_none","25066832",11184.69,42789.047,8300
"1143","dome","3938638","vesicles_none","25067708",11397.49,42318.65,8200
"1144","dome","3938638","vesicles_none","25069201",12226.29,44161.047,7100
"1145","dome","3938638","vesicles_none","25069914",12948.69,42979.445,6200
"1146","large_granular_cell","3938403","vesicles_none","25096472",33575.73,41605.203,1700
"1147","large_granular_cell","3938403","vesicles_none","25096762",35882.93,43419.605,3600
"1148","large_granular_cell","3938403","vesicles_none","25097376",32690.93,41482.004,4050
"1149","large_granular_cell","3938403","vesicles_none","25098009",34326.13,42792.406,4200
"1150","large_granular_cell","3938403","vesicles_none","25098472",34774.13,45581.203,4650
"1151","large_granular_cell","3938403","vesicles_none","25099021",35311.73,42602.004,4650
"1152","large_granular_cell","3938632","vesicles_none","25091276",22618.4,33096,6350
"1153","large_granular_cell","3938632","vesicles_none","25091698",23996,31696,6450
"1154","large_granular_cell","3938632","vesicles_none","25092081",23895.2,29780.8,5800
"1155","large_granular_cell","3938632","vesicles_none","25092735",24231.2,33689.6,5350
"1156","epithelial_floor","3938870","vesicles_none","25071641",37051.344,56868.45,9350
"1157","epithelial_floor","3938870","vesicles_none","25071877",39868.145,58632.45,8850
"1158","epithelial_floor","3938870","vesicles_none","25072135",40657.746,59416.45,9350
"1159","epithelial_floor","3938366","vesicles_none","25146354",15310.397,58216.67,6650
"1160","epithelial_floor","3938366","vesicles_none","25146651",17023.996,59213.47,7200
"1161","epithelial_floor","3938366","vesicles_none","25147018",15377.597,60938.27,7100
"1162","epithelial_floor","3938366","vesicles_none","25147559",14100.797,59661.47,7200
"1163","epithelial_floor","3938366","vesicles_none","25147868",16956.797,57175.07,7200
"1164","epithelial_floor","3938366","vesicles_none","25148164",17348.797,58306.27,7300
"1165","epithelial_floor","3938366","vesicles_none","25148593",16732.797,56816.67,7600
"1166","epithelial_floor","3938366","vesicles_none","25148986",14649.597,59515.87,7950
"1167","epithelial_floor","3938366","vesicles_none","25149258",12655.997,63234.27,12650
"1168","NA","3939335","vesicles_none","25167061",24412.268,46421.2,30950
"1169","NA","3939335","vesicles_none","25167085",25711.467,47020.4,30800
"1170","NA","3939335","vesicles_none","25167105",21553.467,43495.2,30950
"1171","large_granular_cell","3938888","vesicles_none","25174713",13881.791,49956.418,5850
"1172","large_granular_cell","3938888","vesicles_none","25174758",16092.546,52628.863,7050
"1173","plumose","3938335","vesicles_none","25093103",26288.209,34127.184,6350
"1174","plumose","3938335","vesicles_none","25093762",26198.61,34799.184,6550
"1175","plumose","3938335","vesicles_none","25094286",26949.01,28695.186,5900
"1176","plumose","3938335","vesicles_none","25094605",26389.01,28303.186,6200
"1177","plumose","3938335","vesicles_none","25095092",26646.61,27384.785,6850
"1178","plumose","3938335","vesicles_none","25095387",26691.408,25357.586,7200
"1179","plumose","3938335","vesicles_none","25095836",27217.809,26130.385,10600
"1180","plumose","3938335","vesicles_none","25096236",26484.209,33275.984,7750
"1181","plumose","3938334","vesicles_none","25077170",27624.236,59683.95,4400
"1182","plumose","3938334","vesicles_none","25174860",26625.527,64070.566,2200
"1183","plumose","3938334","vesicles_none","25174872",28986.86,66599.9,2600
"1184","plumose","3938334","vesicles_none","25174884",28874.86,68895.9,3500
"1185","plumose","3938334","vesicles_none","25174896",28921.527,64583.9,4100
"1186","plumose","3938334","vesicles_none","25174908",28594.86,65218.566,3900
"1187","plumose","3938334","vesicles_none","25174914",29276.193,68541.234,4150
"1188","plumose","3938334","vesicles_none","25174920",28837.527,69651.9,4350
"1189","plumose","3938334","vesicles_none","25174926",27950.86,69521.234,4350
"1190","plumose","3938334","vesicles_none","25174938",29257.527,66609.234,4550
