frame,left,right
1,9,7
2,9,7
3,9,6
4,9,7
5,11,8
6,15,10
7,16,10
8,18,10
9,18,6
10,18,8
11,16,9
12,15,10
13,13,7
14,9,9
15,9,8
16,6,5
17,,
18,,
19,15,10
20,17,10
21,17,7
22,18,6
23,17,7
24,17,6
25,15,5
26,13,6
27,11,6
28,12,8
29,10,6
30,11,5
31,10,7
32,9,8
33,8,7
34,8,6
35,7,6
36,8,7
37,8,6
38,8,6
39,8,7
40,7,7
41,8,6
42,7,5
43,8,4
44,16,10
45,19,10
46,20,9
47,19,7
48,17,5
49,15,5
50,14,5
51,12,8
52,12,8
53,10,8
54,9,7
55,5,5
56,0,0
57,0,0
58,1,3
59,4,5
60,4,5
61,3,5
62,4,4
63,0,3
64,0,1
65,1,0
66,0,1
67,0,0
68,1,1
69,0,0
70,0,1
71,2,1
72,13,7
73,18,7
74,18,7
75,16,6
76,16,6
77,15,6
78,13,6
79,13,7
80,11,7
81,10,8
82,9,7
83,5,3
84,0,0
85,0,0
86,1,0
87,0,0
88,1,0
89,0,1
90,1,0
91,1,0
92,0,1
93,0,0
94,1,0
95,0,1
96,1,0
97,0,2
98,0,0
99,0,1
100,1,0
101,1,1
102,0,0
103,0,1
104,1,2
105,0,0
106,0,0
107,1,2
108,0,0
109,1,1
110,0,0
111,0,1
112,1,0
113,0,1
114,0,0
115,1,1
116,1,1
117,0,1
118,1,0
119,0,1
120,1,1
