frame,left,right
1,5,17
2,,
3,0,10
4,0,17
5,1,17
6,0,19
7,0,17
8,0,9
9,,
10,,
11,0,6
12,,
13,0,8
14,0,15
15,0,15
16,1,18
17,1,18
18,0,17
19,1,18
20,0,17
21,1,18
22,1,18
23,0,18
24,1,17
25,1,19
26,0,18
27,1,19
28,1,19
29,0,19
30,1,18
31,1,18
32,0,18
33,1,16
34,0,19
35,1,18
36,1,18
37,1,17
38,,
39,,
40,,
41,1,11
42,1,16
43,0,18
44,0,16
45,,
46,0,8
47,1,17
48,1,18
49,0,19
50,1,19
51,1,20
52,1,19
53,0,19
54,1,18
55,0,18
56,1,19
57,1,19
58,0,19
59,1,18
60,0,18
61,1,18
62,1,19
63,1,17
64,1,18
65,0,17
66,1,19
67,1,18
68,1,18
69,0,18
70,1,18
71,1,17
72,1,17
73,0,18
74,1,18
75,0,17
76,1,18
77,1,17
78,0,16
79,1,15
80,0,15
81,1,11
82,1,15
83,1,17
84,1,18
85,,
86,,
87,,
88,,
89,,
90,,
91,,
92,,
93,,
94,,
95,1,17
96,1,19
97,0,19
98,0,19
99,1,17
100,0,17
101,0,18
102,1,20
103,1,19
104,0,20
105,0,17
106,0,18
107,0,19
108,0,19
109,0,18
110,0,18
111,0,18
112,0,18
113,1,18
114,1,18
115,1,18
116,0,17
117,1,14
118,2,18
119,0,19
120,0,19
