frame,left,right
1,13,1
2,11,0
3,12,1
4,11,1
5,11,0
6,11,3
7,11,0
8,11,1
9,13,1
10,11,1
11,11,2
12,11,1
13,10,2
14,10,0
15,12,1
16,11,1
17,13,0
18,12,1
19,13,1
20,13,1
21,11,1
22,11,1
23,9,0
24,8,2
25,8,0
26,8,1
27,11,3
28,12,3
29,11,2
30,12,1
31,11,2
32,10,1
33,9,0
34,9,4
35,10,5
36,11,3
37,11,1
38,11,1
39,10,0
40,9,3
41,12,4
42,12,4
43,12,2
44,12,4
45,11,4
46,11,2
47,,
48,,
49,,
50,,
51,12,1
52,15,0
53,16,0
54,15,0
55,14,1
56,14,1
57,13,0
58,13,0
59,13,1
60,12,1
61,13,1
62,13,1
63,13,1
64,12,3
65,13,0
66,11,0
67,7,1
68,9,0
69,10,1
70,10,0
71,9,1
72,9,1
73,11,0
74,10,3
75,13,2
76,12,2
77,11,3
78,11,2
79,12,0
80,11,3
81,10,0
82,9,0
83,0,0
84,10,1
85,17,1
86,17,1
87,14,0
88,13,1
89,12,0
90,10,1
91,10,1
92,8,0
93,9,1
94,9,3
95,10,0
96,11,0
97,12,1
98,14,1
99,,
100,,
101,,
102,17,0
103,19,1
104,20,3
105,21,2
106,20,0
107,17,3
108,17,1
109,17,1
110,14,2
111,14,0
112,12,0
113,12,5
114,,
115,,
116,9,0
117,13,0
118,15,1
119,17,0
120,13,1
