frame,left,right
1,14,10
2,15,10
3,12,9
4,18,14
5,18,13
6,18,13
7,18,13
8,18,14
9,18,14
10,17,15
11,16,14
12,17,15
13,17,14
14,16,14
15,17,12
16,16,10
17,16,9
18,16,9
19,13,9
20,9,10
21,9,9
22,10,10
23,10,11
24,12,9
25,11,10
26,11,11
27,10,10
28,11,10
29,11,10
30,11,12
31,10,11
32,9,9
33,8,10
34,8,10
35,8,9
36,10,10
37,8,10
38,5,5
39,10,12
40,14,14
41,16,16
42,15,14
43,14,14
44,15,14
45,14,13
46,13,13
47,13,11
48,11,11
49,11,12
50,13,12
51,10,10
52,10,10
53,11,11
54,11,11
55,12,12
56,10,10
57,10,11
58,12,8
59,13,13
60,12,15
61,12,12
62,14,14
63,14,13
64,13,13
65,12,11
66,13,11
67,16,12
68,16,11
69,16,11
70,15,10
71,15,9
72,17,9
73,15,8
74,14,10
75,13,9
76,14,8
77,17,8
78,16,10
79,10,8
80,14,14
81,12,13
82,17,13
83,17,13
84,19,13
85,16,13
86,13,13
87,17,14
88,16,13
89,14,13
90,12,13
91,13,13
92,12,13
93,16,10
94,13,10
95,11,10
96,11,9
97,11,9
98,7,10
99,13,9
100,11,13
101,15,13
102,15,14
103,16,13
104,14,13
105,16,12
106,13,13
107,14,13
108,16,11
109,12,11
110,11,9
111,14,9
112,13,13
113,11,12
114,13,12
115,14,12
116,11,13
117,12,12
118,13,12
119,13,12
120,12,9
