frame,left,right
1,12,12
2,11,12
3,10,11
4,11,11
5,11,10
6,11,11
7,10,9
8,10,10
9,10,9
10,10,10
11,,
12,,
13,,
14,12,14
15,9,10
16,14,11
17,15,15
18,15,16
19,16,17
20,18,18
21,18,21
22,19,22
23,20,22
24,20,21
25,18,21
26,16,19
27,16,17
28,15,16
29,14,14
30,13,14
31,12,12
32,11,10
33,10,10
34,,
35,,
36,9,18
37,13,15
38,16,19
39,16,17
40,17,17
41,19,19
42,19,21
43,22,23
44,21,23
45,,
46,,
47,,
48,23,23
49,24,25
50,20,21
51,20,20
52,19,19
53,18,18
54,16,18
55,18,20
56,19,19
57,18,18
58,17,17
59,16,18
60,16,16
61,15,15
62,15,15
63,,
64,,
65,22,22
66,22,21
67,22,21
68,22,21
69,24,23
70,23,23
71,20,19
72,19,19
73,,
74,,
75,18,17
76,17,18
77,15,18
78,15,17
79,20,18
80,14,18
81,11,14
82,,
83,,
84,8,13
85,13,17
86,16,18
87,11,7
88,18,16
89,20,20
90,15,14
91,14,14
92,18,20
93,18,19
94,11,10
95,15,18
96,16,17
97,15,17
98,15,16
99,15,15
100,5,11
101,7,11
102,10,15
103,15,17
104,18,19
105,18,22
106,18,21
107,18,21
108,17,19
109,13,15
110,,
111,11,15
112,14,14
113,10,16
114,14,18
115,19,20
116,19,19
117,18,18
118,19,19
119,18,20
120,19,20
