frame,left,right
1,0,20
2,1,19
3,0,18
4,1,18
5,1,17
6,2,14
7,,
8,,
9,,
10,,
11,,
12,0,8
13,2,17
14,,
15,,
16,,
17,,
18,,
19,,
20,,
21,1,13
22,1,15
23,1,20
24,1,21
25,,
26,,
27,,
28,1,8
29,1,17
30,1,18
31,1,16
32,,
33,,
34,,
35,,
36,,
37,,
38,,
39,,
40,2,12
41,0,10
42,,
43,1,7
44,3,14
45,1,18
46,2,18
47,4,16
48,5,17
49,0,18
50,1,18
51,2,16
52,4,15
53,2,15
54,8,14
55,7,13
56,1,7
57,1,13
58,4,16
59,4,18
60,8,18
61,3,20
62,0,21
63,1,19
64,0,18
65,1,17
66,0,17
67,1,16
68,1,15
69,,
70,,
71,,
72,1,19
73,1,20
74,0,20
75,1,18
76,1,18
77,1,16
78,1,17
79,0,15
80,1,14
81,2,13
82,4,12
83,1,14
84,2,14
85,1,14
86,2,13
87,,
88,,
89,2,14
90,2,19
91,0,20
92,1,19
93,1,20
94,1,19
95,1,15
96,1,17
97,2,17
98,2,14
99,2,14
100,1,15
101,2,16
102,3,15
103,6,12
104,6,11
105,1,11
106,1,10
107,1,8
108,1,7
109,,
110,,
111,,
112,,
113,,
114,,
115,,
116,,
117,,
118,,
119,0,13
120,1,17
