frame,left,right
1,13,1
2,14,2
3,12,2
4,13,1
5,12,1
6,12,1
7,11,1
8,9,0
9,9,2
10,6,1
11,,
12,,
13,14,0
14,18,0
15,19,1
16,20,1
17,20,2
18,22,0
19,21,0
20,22,1
21,20,0
22,19,2
23,18,1
24,19,0
25,17,1
26,16,1
27,18,2
28,18,1
29,19,2
30,18,1
31,16,1
32,17,2
33,15,0
34,21,0
35,,
36,,
37,10,0
38,18,1
39,19,1
40,19,2
41,19,1
42,17,1
43,16,1
44,17,1
45,18,3
46,18,1
47,19,0
48,,
49,15,0
50,18,0
51,17,1
52,18,0
53,16,2
54,15,0
55,14,1
56,13,0
57,15,2
58,17,0
59,17,2
60,16,0
61,17,1
62,14,0
63,16,1
64,13,2
65,,
66,7,0
67,17,0
68,18,1
69,17,0
70,17,1
71,16,0
72,15,1
73,14,2
74,14,0
75,14,1
76,15,1
77,15,1
78,14,0
79,14,1
80,14,1
81,15,0
82,17,1
83,16,2
84,16,2
85,21,4
86,21,2
87,22,0
88,20,0
89,19,1
90,18,1
91,17,1
92,16,1
93,17,2
94,18,1
95,19,0
96,17,1
97,15,1
98,14,0
99,14,2
100,12,0
101,12,0
102,11,1
103,11,1
104,,
105,,
106,12,0
107,18,0
108,19,1
109,17,0
110,16,1
111,14,0
112,14,0
113,12,0
114,11,0
115,10,0
116,9,0
117,11,0
118,10,0
119,9,0
120,9,0
