frame,left,right
1,1,17
2,1,17
3,3,19
4,0,20
5,0,20
6,2,19
7,1,19
8,2,20
9,2,20
10,0,20
11,2,20
12,0,20
13,0,20
14,1,20
15,1,18
16,0,19
17,1,19
18,0,19
19,1,19
20,0,18
21,1,17
22,0,16
23,1,15
24,1,16
25,0,15
26,1,14
27,0,14
28,,
29,,
30,6,16
31,7,19
32,1,7
33,9,10
34,0,20
35,1,21
36,0,20
37,0,19
38,0,20
39,1,19
40,0,17
41,1,16
42,0,16
43,0,16
44,2,16
45,4,15
46,1,15
47,1,18
48,1,19
49,1,18
50,0,18
51,0,21
52,3,22
53,0,21
54,0,20
55,1,21
56,0,22
57,0,23
58,1,18
59,0,10
60,0,13
61,1,21
62,1,21
63,0,22
64,1,21
65,0,22
66,1,22
67,0,21
68,1,21
69,2,19
70,0,20
71,0,20
72,1,20
73,1,20
74,0,19
75,1,19
76,1,18
77,0,18
78,1,18
79,0,19
80,1,16
81,1,16
82,0,16
83,1,13
84,0,15
85,1,16
86,1,16
87,0,19
88,1,16
89,0,11
90,0,9
91,1,16
92,1,19
93,1,19
94,0,17
95,1,16
96,0,15
97,1,14
98,0,13
99,0,13
100,1,12
101,0,14
102,1,13
103,1,15
104,1,18
105,0,18
106,1,19
107,0,20
108,1,20
109,1,19
110,1,19
111,0,19
112,1,20
113,0,20
114,1,19
115,1,20
116,1,20
117,0,20
118,1,20
119,2,20
120,0,19
