frame,left,right
1,0,0
2,1,1
3,0,0
4,4,1
5,4,3
6,7,5
7,8,7
8,8,8
9,9,8
10,8,8
11,9,8
12,9,8
13,7,7
14,4,3
15,1,0
16,0,0
17,6,1
18,10,7
19,15,8
20,20,11
21,17,10
22,14,9
23,13,5
24,13,6
25,13,7
26,11,7
27,12,8
28,10,7
29,7,6
30,7,4
31,5,0
32,3,0
33,0,0
34,0,1
35,2,0
36,0,0
37,0,0
38,0,1
39,1,0
40,1,1
41,0,0
42,1,1
43,0,0
44,1,1
45,0,0
46,1,1
47,0,0
48,1,1
49,1,0
50,0,0
51,0,1
52,1,1
53,1,0
54,1,1
55,0,0
56,1,1
57,1,0
58,0,1
59,2,0
60,1,1
61,1,0
62,0,1
63,1,0
64,1,1
65,1,0
66,1,1
67,1,0
68,1,0
69,0,1
70,1,1
71,0,0
72,1,1
73,0,1
74,1,1
75,1,0
76,0,1
77,2,0
78,0,1
79,1,1
80,1,0
81,1,1
82,3,0
83,1,1
84,0,0
85,2,1
86,3,0
87,0,0
88,1,1
89,0,0
90,1,0
91,1,1
92,0,1
93,1,0
94,1,0
95,0,1
96,1,0
97,0,0
98,1,1
99,2,1
100,1,0
101,1,1
102,1,0
103,1,1
104,4,1
105,6,4
106,8,7
107,10,8
108,9,8
109,9,8
110,10,8
111,10,9
112,9,9
113,10,8
114,5,5
115,5,0
116,2,0
117,0,0
118,0,0
119,1,1
120,0,0
