frame,left,right
1,10,0
2,11,3
3,12,2
4,10,0
5,8,1
6,9,2
7,8,4
8,8,4
9,7,4
10,7,0
11,11,1
12,12,5
13,13,4
14,18,5
15,14,3
16,16,4
17,15,4
18,16,2
19,15,1
20,15,3
21,15,3
22,12,1
23,13,5
24,12,5
25,12,2
26,13,3
27,15,2
28,15,2
29,15,1
30,13,2
31,13,1
32,14,1
33,12,1
34,11,1
35,9,1
36,8,2
37,10,2
38,13,5
39,14,7
40,13,7
41,13,7
42,13,3
43,16,7
44,13,3
45,13,1
46,14,2
47,5,1
48,,
49,,
50,7,0
51,13,1
52,15,1
53,18,1
54,17,1
55,15,0
56,16,1
57,16,2
58,15,2
59,15,1
60,12,3
61,6,0
62,15,0
63,,
64,16,1
65,16,1
66,16,1
67,15,1
68,15,1
69,17,0
70,14,1
71,14,3
72,14,1
73,14,1
74,15,2
75,16,2
76,14,2
77,14,1
78,7,1
79,4,0
80,11,0
81,15,1
82,16,1
83,16,2
84,15,1
85,14,0
86,14,1
87,13,2
88,,
89,,
90,,
91,,
92,,
93,,
94,,
95,,
96,,
97,,
98,,
99,,
100,,
101,,
102,,
103,,
104,13,2
105,13,2
106,14,1
107,13,3
108,13,1
109,12,2
110,13,4
111,13,1
112,13,1
113,14,2
114,13,4
115,5,0
116,,
117,11,1
118,15,1
119,16,1
120,15,0
