frame,left,right
1,14,2
2,14,1
3,15,0
4,13,0
5,13,1
6,12,0
7,11,2
8,11,1
9,12,1
10,10,0
11,0,0
12,,
13,10,1
14,10,0
15,0,0
16,10,0
17,17,0
18,15,1
19,10,1
20,17,0
21,19,0
22,9,0
23,,
24,7,0
25,15,0
26,17,0
27,17,0
28,16,0
29,15,1
30,16,0
31,14,0
32,14,0
33,13,0
34,12,0
35,16,0
36,16,0
37,0,0
38,0,0
39,,
40,15,1
41,15,0
42,15,0
43,14,1
44,14,1
45,14,0
46,14,1
47,14,2
48,15,1
49,14,0
50,16,0
51,17,1
52,16,3
53,18,0
54,15,1
55,14,1
56,14,0
57,14,1
58,17,0
59,17,1
60,15,1
61,15,0
62,13,0
63,12,1
64,12,1
65,11,1
66,11,1
67,11,1
68,10,1
69,10,0
70,9,1
71,9,0
72,10,1
73,9,1
74,10,0
75,13,1
76,17,1
77,19,0
78,18,1
79,17,0
80,14,1
81,11,1
82,,
83,,
84,,
85,18,1
86,16,1
87,16,1
88,18,1
89,17,0
90,17,1
91,13,1
92,13,0
93,14,1
94,15,1
95,15,1
96,17,0
97,9,1
98,,
99,,
100,,
101,,
102,,
103,13,2
104,1,1
105,8,1
106,17,0
107,15,3
108,17,0
109,17,0
110,17,0
111,16,0
112,4,4
113,9,0
114,17,1
115,12,3
116,20,0
117,17,2
118,17,1
119,18,2
120,19,1
