frame,left,right
1,9,9
2,8,8
3,7,6
4,2,2
5,0,0
6,0,0
7,0,0
8,0,1
9,0,0
10,0,0
11,0,1
12,0,2
13,0,0
14,0,1
15,0,0
16,0,1
17,1,0
18,1,1
19,1,1
20,0,0
21,1,1
22,1,1
23,1,1
24,1,0
25,0,1
26,0,1
27,1,0
28,0,1
29,1,0
30,1,1
31,1,0
32,1,0
33,1,1
34,0,1
35,1,1
36,1,1
37,0,0
38,0,1
39,0,0
40,0,2
41,1,0
42,1,2
43,1,0
44,1,1
45,0,1
46,1,1
47,1,1
48,0,0
49,2,0
50,2,1
51,1,0
52,2,1
53,3,5
54,11,9
55,15,10
56,10,6
57,0,0
58,9,5
59,12,9
60,10,7
61,16,9
62,17,8
63,15,6
64,14,7
65,14,6
66,13,5
67,9,3
68,11,5
69,11,6
70,9,6
71,5,4
72,3,3
73,0,2
74,0,0
75,0,0
76,0,1
77,1,0
78,0,0
79,0,1
80,1,2
81,3,4
82,7,5
83,11,7
84,11,8
85,10,8
86,10,8
87,8,7
88,4,5
89,0,0
90,0,0
91,0,0
92,0,1
93,1,1
94,10,11
95,16,9
96,17,9
97,15,7
98,13,7
99,12,8
100,11,8
101,11,9
102,10,8
103,9,8
104,7,7
105,4,4
106,0,1
107,0,0
108,0,1
109,1,0
110,0,0
111,0,1
112,1,0
113,1,2
114,2,2
115,0,1
116,1,0
117,0,0
118,0,1
119,0,0
120,1,0
