frame,left,right
1,6,10
2,4,10
3,4,10
4,,
5,,
6,0,9
7,0,12
8,1,11
9,1,8
10,2,17
11,,
12,0,2
13,3,10
14,3,14
15,1,19
16,4,19
17,3,18
18,5,16
19,1,17
20,3,14
21,6,14
22,6,13
23,0,11
24,0,6
25,,
26,0,8
27,1,10
28,5,16
29,7,19
30,1,20
31,1,20
32,1,19
33,1,17
34,3,15
35,3,13
36,5,13
37,1,14
38,3,14
39,5,13
40,3,10
41,3,10
42,0,11
43,5,9
44,3,8
45,,
46,,
47,6,12
48,1,10
49,1,17
50,2,20
51,2,20
52,1,17
53,0,19
54,1,19
55,2,19
56,1,19
57,1,16
58,1,15
59,2,15
60,6,14
61,7,13
62,6,13
63,4,12
64,1,12
65,1,12
66,3,11
67,0,11
68,3,9
69,1,8
70,0,7
71,1,6
72,0,3
73,1,0
74,1,0
75,1,2
76,1,1
77,1,0
78,0,1
79,1,1
80,1,1
81,1,1
82,1,3
83,1,4
84,1,5
85,1,4
86,1,2
87,1,1
88,,
89,3,8
90,1,4
91,3,16
92,1,8
93,0,1
94,0,1
95,,
96,,
97,0,21
98,0,19
99,2,22
100,1,22
101,1,22
102,3,20
103,2,20
104,1,20
105,2,18
106,0,18
107,3,15
108,0,10
109,2,15
110,2,21
111,1,22
112,1,21
113,1,19
114,0,21
115,0,20
116,0,19
117,1,18
118,0,16
119,2,15
120,7,14
