frame,left,right
1,20,1
2,19,1
3,19,1
4,18,1
5,17,1
6,15,0
7,,
8,15,2
9,17,1
10,,
11,,
12,,
13,19,1
14,21,2
15,20,1
16,20,1
17,20,0
18,20,1
19,19,1
20,19,1
21,,
22,,
23,15,1
24,21,2
25,21,1
26,21,1
27,19,1
28,18,1
29,18,1
30,18,1
31,16,0
32,16,1
33,16,1
34,15,1
35,16,1
36,14,1
37,16,0
38,15,2
39,14,1
40,14,1
41,14,0
42,15,1
43,14,1
44,13,1
45,13,1
46,13,1
47,12,1
48,11,1
49,11,1
50,11,1
51,11,0
52,11,2
53,10,1
54,10,0
55,9,1
56,8,1
57,8,1
58,6,1
59,6,1
60,5,3
61,7,2
62,9,0
63,10,1
64,10,1
65,10,2
66,10,0
67,10,1
68,10,1
69,10,2
70,8,3
71,8,2
72,7,6
73,8,7
74,9,2
75,11,0
76,14,1
77,,
78,,
79,23,0
80,21,1
81,20,0
82,19,1
83,19,1
84,18,1
85,17,1
86,16,0
87,15,1
88,15,1
89,14,1
90,13,1
91,13,1
92,13,0
93,13,1
94,12,1
95,13,1
96,13,1
97,15,1
98,16,1
99,14,1
100,16,0
101,15,2
102,17,0
103,16,1
104,17,1
105,16,1
106,14,0
107,,
108,10,1
109,13,1
110,13,0
111,14,1
112,13,1
113,12,1
114,11,1
115,10,1
116,9,0
117,9,1
118,10,1
119,10,0
120,9,2
