frame,left,right
1,11,14
2,14,4
3,13,4
4,14,15
5,14,15
6,14,10
7,14,3
8,13,1
9,13,6
10,19,19
11,16,10
12,14,3
13,14,7
14,15,2
15,15,1
16,14,1
17,15,9
18,15,4
19,14,0
20,13,1
21,12,1
22,10,1
23,7,2
24,12,0
25,12,3
26,11,4
27,10,2
28,10,1
29,11,1
30,9,0
31,10,2
32,9,1
33,10,0
34,10,2
35,10,2
36,9,1
37,8,2
38,8,1
39,4,5
40,8,2
41,10,5
42,10,0
43,11,0
44,10,1
45,10,1
46,9,1
47,12,1
48,13,1
49,13,1
50,16,1
51,15,1
52,12,1
53,11,1
54,16,1
55,17,3
56,15,0
57,14,1
58,13,1
59,13,1
60,13,2
61,11,5
62,10,2
63,9,0
64,12,6
65,12,5
66,10,1
67,9,3
68,3,1
69,7,1
70,9,1
71,9,4
72,8,2
73,13,0
74,9,1
75,12,3
76,10,2
77,10,1
78,12,1
79,11,0
80,10,0
81,10,1
82,9,1
83,7,1
84,9,1
85,10,1
86,9,1
87,8,1
88,7,1
89,7,0
90,6,1
91,3,1
92,2,1
93,6,1
94,9,2
95,9,1
96,10,1
97,10,0
98,6,1
99,6,1
100,6,1
101,5,1
102,4,2
103,10,14
104,10,12
105,8,3
106,7,1
107,8,1
108,7,1
109,6,0
110,7,2
111,6,0
112,6,0
113,7,1
114,7,1
115,7,1
116,7,2
117,8,5
118,8,1
119,8,0
120,8,1
