frame,left,right
1,11,2
2,12,1
3,12,1
4,13,2
5,14,0
6,13,2
7,13,1
8,11,1
9,11,1
10,11,0
11,10,0
12,10,0
13,10,2
14,12,2
15,12,1
16,12,1
17,12,0
18,13,1
19,12,0
20,12,1
21,11,0
22,10,1
23,11,1
24,10,0
25,11,1
26,11,0
27,11,0
28,10,2
29,11,0
30,12,1
31,14,2
32,6,0
33,0,0
34,1,0
35,0,0
36,,
37,,
38,14,0
39,17,2
40,16,1
41,13,0
42,14,0
43,17,0
44,16,1
45,15,0
46,13,0
47,14,1
48,12,1
49,12,12
50,10,0
51,11,1
52,12,0
53,11,0
54,11,1
55,11,1
56,9,1
57,10,1
58,10,1
59,11,1
60,10,0
61,10,1
62,11,0
63,14,2
64,14,1
65,8,0
66,,
67,0,0
68,4,0
69,11,1
70,16,2
71,17,0
72,16,1
73,16,0
74,14,1
75,15,0
76,14,1
77,15,1
78,13,1
79,12,0
80,11,1
81,11,1
82,13,1
83,13,1
84,13,2
85,14,2
86,12,0
87,13,1
88,12,1
89,13,2
90,12,1
91,14,1
92,12,1
93,11,0
94,11,2
95,12,1
96,12,0
97,,
98,,
99,0,0
100,9,1
101,14,1
102,15,2
103,14,1
104,14,1
105,13,1
106,12,0
107,13,1
108,13,2
109,14,0
110,14,2
111,15,0
112,14,0
113,14,1
114,15,1
115,13,2
116,14,0
117,13,0
118,12,2
119,12,0
120,12,1
