frame,left,right
1,16,1
2,16,1
3,15,1
4,16,1
5,16,1
6,16,1
7,15,1
8,15,1
9,14,2
10,14,0
11,14,1
12,13,2
13,15,1
14,15,0
15,15,1
16,15,1
17,14,1
18,13,1
19,12,1
20,12,1
21,12,1
22,12,1
23,12,1
24,12,1
25,11,1
26,11,1
27,10,1
28,11,1
29,12,1
30,12,1
31,13,1
32,14,1
33,14,0
34,14,1
35,15,1
36,14,2
37,13,1
38,13,1
39,11,2
40,11,0
41,10,1
42,,
43,17,1
44,18,2
45,,
46,,
47,,
48,,
49,,
50,,
51,,
52,16,1
53,19,0
54,19,2
55,19,1
56,19,1
57,19,1
58,18,1
59,18,1
60,15,1
61,15,1
62,15,1
63,15,1
64,14,1
65,15,0
66,13,1
67,14,1
68,14,1
69,14,0
70,13,1
71,13,2
72,13,1
73,12,1
74,13,1
75,14,1
76,13,0
77,13,1
78,13,1
79,13,1
80,12,1
81,12,1
82,12,0
83,11,1
84,12,1
85,11,1
86,12,1
87,12,0
88,13,1
89,14,1
90,14,1
91,13,1
92,12,1
93,11,0
94,10,1
95,,
96,,
97,,
98,12,1
99,,
100,,
101,14,1
102,20,1
103,21,2
104,21,0
105,21,2
106,20,1
107,18,1
108,17,0
109,17,1
110,16,1
111,14,1
112,14,1
113,14,1
114,,
115,,
116,,
117,9,2
118,17,1
119,20,1
120,19,1
