frame,left,right
1,,
2,,
3,,
4,,
5,,
6,,
7,,
8,,
9,,
10,,
11,,
12,,
13,,
14,,
15,,
16,,
17,,
18,,
19,,
20,,
21,,
22,,
23,,
24,,
25,,
26,,
27,,
28,,
29,,
30,,
31,,
32,,
33,,
34,,
35,,
36,,
37,,
38,,
39,,
40,,
41,,
42,,
43,,
44,,
45,,
46,,
47,,
48,,
49,,
50,,
51,,
52,,
53,,
54,,
55,,
56,,
57,,
58,,
59,,
60,,
61,,
62,,
63,,
64,,
65,,
66,,
67,,
68,,
69,,
70,,
71,,
72,,
73,,
74,,
75,,
76,,
77,,
78,,
79,,
80,17,1
81,16,1
82,13,0
83,13,1
84,10,0
85,9,1
86,8,1
87,6,1
88,7,0
89,6,1
90,5,1
91,5,0
92,5,1
93,8,0
94,10,1
95,12,1
96,13,1
97,12,0
98,10,0
99,7,1
100,2,1
101,0,0
102,1,0
103,0,1
104,3,2
105,6,2
106,7,0
107,5,1
108,1,0
109,6,3
110,7,1
111,11,2
112,14,5
113,15,4
114,14,4
115,12,2
116,10,0
117,7,1
118,,
119,,
120,,
