frame,left,right
1,12,1
2,13,1
3,12,0
4,11,1
5,9,1
6,9,1
7,9,1
8,9,1
9,9,0
10,,
11,10,1
12,17,1
13,,
14,,
15,,
16,,
17,,
18,,
19,16,1
20,20,1
21,21,2
22,19,0
23,20,1
24,19,1
25,19,1
26,20,1
27,18,1
28,17,1
29,,
30,,
31,,
32,,
33,,
34,7,0
35,19,1
36,18,1
37,16,1
38,,
39,,
40,8,0
41,16,1
42,18,0
43,19,2
44,19,0
45,18,1
46,17,1
47,17,1
48,17,1
49,17,0
50,17,1
51,15,1
52,16,1
53,16,0
54,14,1
55,14,1
56,14,1
57,14,1
58,14,1
59,14,0
60,14,1
61,13,1
62,13,1
63,13,1
64,14,1
65,14,1
66,12,1
67,13,1
68,14,1
69,13,0
70,14,1
71,14,1
72,16,1
73,16,1
74,16,1
75,15,1
76,15,1
77,15,1
78,15,0
79,14,1
80,15,1
81,14,1
82,,
83,,
84,,
85,,
86,,
87,,
88,,
89,,
90,,
91,18,1
92,20,1
93,,
94,,
95,,
96,19,1
97,20,1
98,19,1
99,18,1
100,19,1
101,18,1
102,17,1
103,17,1
104,16,0
105,16,1
106,14,2
107,15,1
108,14,0
109,14,1
110,14,2
111,11,0
112,15,1
113,14,1
114,14,1
115,13,1
116,13,1
117,14,1
118,14,1
119,13,1
120,11,0
