frame,left,right
1,5,1
2,9,0
3,9,1
4,10,1
5,10,0
6,8,0
7,10,0
8,10,0
9,10,0
10,11,1
11,9,0
12,9,1
13,9,0
14,9,1
15,10,0
16,11,1
17,10,0
18,10,1
19,10,0
20,10,0
21,10,1
22,9,0
23,9,1
24,9,1
25,,
26,,
27,,
28,16,0
29,17,0
30,18,1
31,19,1
32,17,0
33,16,0
34,14,1
35,14,1
36,16,0
37,15,0
38,15,1
39,14,1
40,14,0
41,14,1
42,15,1
43,16,0
44,16,1
45,14,0
46,15,1
47,15,0
48,11,0
49,,
50,,
51,,
52,,
53,,
54,,
55,,
56,,
57,,
58,,
59,,
60,,
61,,
62,,
63,,
64,,
65,,
66,,
67,,
68,,
69,,
70,,
71,,
72,,
73,,
74,,
75,,
76,,
77,,
78,,
79,,
80,,
81,,
82,,
83,,
84,,
85,,
86,,
87,,
88,,
89,,
90,,
91,,
92,,
93,,
94,,
95,,
96,,
97,12,1
98,13,0
99,14,0
100,,
101,,
102,,
103,,
104,,
105,,
106,,
107,,
108,,
109,,
110,,
111,,
112,,
113,,
114,,
115,,
116,,
117,,
118,,
119,,
120,,
