frame,left,right
1,,
2,0,3
3,0,5
4,2,3
5,0,3
6,1,2
7,0,7
8,1,10
9,1,13
10,1,13
11,0,1
12,1,6
13,1,7
14,1,2
15,0,2
16,0,4
17,0,7
18,2,2
19,0,0
20,3,1
21,5,1
22,1,2
23,0,8
24,1,11
25,0,11
26,0,9
27,1,6
28,1,5
29,0,6
30,1,5
31,1,5
32,0,5
33,1,4
34,1,4
35,0,4
36,1,4
37,0,5
38,1,7
39,1,9
40,1,8
41,0,7
42,1,9
43,0,8
44,1,5
45,0,5
46,1,5
47,0,3
48,1,3
49,1,4
50,0,4
51,1,3
52,,
53,,
54,1,5
55,1,3
56,,
57,,
58,,
59,0,3
60,1,5
61,1,8
62,1,3
63,0,0
64,1,3
65,1,5
66,0,3
67,1,4
68,1,2
69,1,0
70,0,1
71,1,1
72,1,5
73,0,5
74,1,5
75,1,7
76,1,5
77,0,5
78,1,3
79,0,3
80,1,10
81,0,10
82,,
83,2,3
84,5,6
85,1,4
86,0,8
87,1,3
88,0,3
89,1,7
90,1,9
91,0,11
92,1,13
93,1,13
94,1,10
95,0,7
96,1,6
97,1,6
98,1,5
99,1,8
100,1,10
101,1,10
102,1,12
103,1,10
104,0,10
105,1,10
106,1,9
107,1,7
108,1,7
109,1,7
110,1,6
111,0,5
112,1,4
113,0,2
114,,
115,,
116,,
117,,
118,1,7
119,1,13
120,0,7
