frame,left,right
1,10,8
2,10,8
3,9,6
4,7,5
5,5,2
6,4,0
7,1,0
8,0,0
9,0,1
10,1,0
11,0,0
12,0,1
13,1,0
14,0,1
15,1,0
16,1,0
17,0,1
18,1,0
19,1,1
20,0,0
21,4,4
22,8,6
23,3,0
24,0,1
25,1,0
26,0,1
27,0,0
28,1,0
29,4,2
30,6,4
31,10,8
32,15,10
33,18,10
34,15,8
35,11,5
36,11,6
37,12,8
38,13,9
39,13,9
40,12,11
41,10,10
42,8,7
43,6,1
44,5,0
45,1,0
46,0,0
47,0,1
48,0,0
49,1,1
50,0,0
51,1,0
52,0,1
53,1,0
54,0,1
55,1,0
56,3,1
57,2,1
58,1,0
59,0,1
60,0,0
61,1,1
62,1,0
63,0,1
64,1,1
65,1,0
66,0,1
67,1,0
68,1,1
69,2,0
70,1,1
71,1,0
72,4,1
73,7,2
74,8,5
75,9,6
76,10,7
77,11,9
78,11,10
79,13,10
80,13,11
81,13,10
82,11,8
83,10,8
84,7,4
85,1,0
86,0,0
87,1,0
88,0,0
89,1,1
90,0,0
91,1,1
92,0,0
93,0,1
94,2,0
95,0,1
96,1,0
97,1,1
98,0,0
99,0,1
100,1,0
101,0,1
102,1,1
103,1,1
104,0,0
105,0,0
106,1,1
107,0,0
108,1,0
109,0,1
110,1,0
111,0,1
112,0,0
113,2,1
114,0,0
115,1,0
116,1,0
117,2,1
118,1,0
119,0,1
120,1,0
