frame,left,right
1,8,3
2,10,2
3,9,2
4,9,6
5,9,6
6,10,6
7,9,5
8,8,2
9,8,1
10,10,7
11,10,8
12,11,10
13,15,16
14,18,18
15,16,18
16,,
17,,
18,,
19,8,13
20,9,16
21,5,18
22,4,19
23,2,18
24,2,19
25,5,18
26,3,17
27,1,16
28,2,15
29,1,15
30,0,12
31,1,14
32,1,12
33,2,12
34,1,11
35,1,12
36,1,10
37,2,10
38,,
39,,
40,,
41,,
42,,
43,,
44,8,15
45,4,14
46,3,13
47,1,11
48,0,12
49,1,12
50,2,9
51,2,10
52,2,9
53,2,9
54,2,5
55,2,5
56,3,3
57,3,4
58,1,6
59,4,8
60,6,10
61,,
62,,
63,,
64,,
65,,
66,,
67,,
68,,
69,3,12
70,2,13
71,1,13
72,,
73,,
74,,
75,12,18
76,10,17
77,6,17
78,6,15
79,5,15
80,3,13
81,4,12
82,3,11
83,3,11
84,2,11
85,2,12
86,2,11
87,2,13
88,3,9
89,2,8
90,0,9
91,2,7
92,2,8
93,3,11
94,2,12
95,2,11
96,3,11
97,,
98,,
99,,
100,,
101,,
102,,
103,,
104,,
105,,
106,,
107,,
108,,
109,,
110,,
111,,
112,,
113,,
114,,
115,,
116,,
117,,
118,,
119,,
120,,
