frame,left,right
1,20,21
2,20,20
3,20,20
4,20,20
5,19,19
6,19,19
7,17,19
8,19,19
9,18,18
10,19,19
11,18,18
12,,
13,,
14,19,14
15,17,17
16,16,19
17,17,20
18,17,19
19,20,20
20,20,19
21,19,19
22,18,19
23,15,19
24,18,20
25,19,20
26,19,19
27,19,19
28,19,18
29,18,19
30,19,19
31,19,19
32,21,20
33,20,20
34,19,18
35,18,20
36,20,19
37,19,19
38,19,20
39,19,18
40,20,20
41,19,20
42,20,19
43,19,20
44,19,20
45,19,20
46,19,19
47,19,19
48,19,19
49,18,19
50,19,19
51,19,19
52,19,19
53,19,19
54,19,19
55,19,19
56,17,19
57,,
58,,
59,15,12
60,13,14
61,14,17
62,16,19
63,18,19
64,18,19
65,19,21
66,18,20
67,19,19
68,18,19
69,18,20
70,19,19
71,19,19
72,18,19
73,19,20
74,19,19
75,18,19
76,19,19
77,18,19
78,18,18
79,17,19
80,17,18
81,18,19
82,18,20
83,17,18
84,17,18
85,18,18
86,18,20
87,18,19
88,18,18
89,18,19
90,16,18
91,,
92,17,18
93,15,20
94,18,20
95,18,20
96,19,20
97,19,20
98,21,21
99,19,19
100,21,20
101,20,19
102,,
103,19,21
104,20,20
105,18,20
106,19,19
107,17,20
108,17,19
109,18,19
110,19,19
111,19,18
112,19,19
113,18,18
114,18,18
115,19,19
116,21,19
117,20,20
118,19,20
119,18,19
120,19,20
