frame,left,right
1,8,6
2,7,6
3,6,7
4,1,0
5,,
6,,
7,,
8,7,11
9,16,14
10,20,17
11,21,15
12,,
13,21,15
14,19,15
15,18,16
16,17,16
17,16,17
18,15,16
19,15,16
20,15,15
21,15,13
22,15,12
23,14,12
24,14,13
25,15,15
26,15,15
27,15,15
28,14,14
29,13,13
30,,
31,12,13
32,16,18
33,18,18
34,19,20
35,18,18
36,17,17
37,15,16
38,14,14
39,,
40,,
41,,
42,19,19
43,17,17
44,,
45,,
46,,
47,,
48,,
49,21,21
50,21,19
51,20,17
52,19,15
53,20,16
54,18,17
55,16,19
56,13,18
57,,
58,,
59,21,20
60,19,19
61,16,19
62,18,17
63,16,16
64,18,15
65,17,12
66,16,13
67,16,13
68,14,15
69,14,16
70,14,16
71,17,20
72,18,20
73,18,19
74,18,18
75,19,18
76,19,20
77,19,19
78,18,17
79,17,15
80,16,17
81,15,15
82,14,15
83,13,14
84,11,13
85,9,11
86,9,9
87,9,8
88,8,9
89,8,9
90,7,8
91,5,6
92,5,4
93,1,0
94,1,0
95,0,1
96,1,1
97,2,0
98,2,0
99,4,1
100,2,0
101,1,3
102,,
103,,
104,,
105,2,3
106,,
107,1,2
108,2,1
109,2,3
110,4,5
111,2,5
112,3,5
113,0,3
114,1,0
115,1,0
116,1,1
117,1,2
118,5,1
119,3,1
120,1,0
